Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[comp.sys.mac.hardware]	DS_Pr[comp.graphics]	DS_Pr[comp.os.ms-windows.misc]	MV_Pr[comp.sys.mac.hardware]	MV_Pr[comp.graphics]	MV_Pr[comp.os.ms-windows.misc]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
9586	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9587	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9588	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9589	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9590	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9591	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9592	comp.os.ms-windows.misc	comp.graphics	comp.graphics	comp.graphics	comp.graphics	0.0000	1.0000	0.0000	0.0000	0.7500	0.2500	0.0000	0.3750	0.0000	0.2500	0.0000	0.2500	0.6658	0.6429	1.0000	1.0000	1.0000	1.0000	1.0000	0.7500	100.00%	61.12%	100.00%	41.67%	100.00%	61.12%	-55.53%	-55.53%	-55.53%	-55.53%	-55.53%	-16.65%
9593	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9594	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9595	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9596	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9597	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.1250	0.0000	0.8750	0.0000	0.2188	0.0000	0.1250	0.0000	0.1250	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.1250	100.00%	80.56%	100.00%	65.98%	100.00%	80.56%	100.00%	100.00%	100.00%	100.00%	100.00%	80.56%
9598	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9599	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9600	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9601	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9602	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9603	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9604	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9605	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9606	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9607	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9608	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9609	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9610	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9611	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9612	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9613	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9614	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.1250	0.0000	0.8750	0.0000	0.2188	0.0000	0.1250	0.0000	0.1250	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.1250	100.00%	80.56%	100.00%	65.98%	100.00%	80.56%	100.00%	100.00%	100.00%	100.00%	100.00%	80.56%
9615	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9616	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.1250	0.8750	0.0000	0.2188	0.0000	0.1250	0.0000	0.1250	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.1250	100.00%	80.56%	100.00%	65.98%	100.00%	80.56%	100.00%	100.00%	100.00%	100.00%	100.00%	80.56%
9617	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9618	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9619	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9620	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9621	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9622	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.1250	0.8750	0.0000	0.2188	0.0000	0.1250	0.0000	0.1250	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.1250	100.00%	80.56%	100.00%	65.98%	100.00%	80.56%	100.00%	100.00%	100.00%	100.00%	100.00%	80.56%
9623	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9624	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9625	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9626	comp.os.ms-windows.misc	comp.sys.mac.hardware	comp.os.ms-windows.misc	comp.sys.mac.hardware	comp.sys.mac.hardware	0.9999	0.0000	0.0001	0.3750	0.2500	0.3750	0.0002	0.6563	0.0001	0.6250	0.0001	0.6250	0.6658	0.6429	1.0000	0.0000	1.0000	1.0000	0.9999	0.6250	99.98%	2.79%	99.97%	-2.07%	99.98%	2.79%	-55.53%	100.00%	-55.53%	-55.53%	-55.52%	2.79%
9627	comp.os.ms-windows.misc	comp.graphics	comp.graphics	comp.graphics	comp.graphics	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-55.53%	-55.53%	-55.53%	-55.53%	-55.53%	-55.53%
9628	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9629	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9630	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9631	comp.os.ms-windows.misc	comp.sys.mac.hardware	comp.sys.mac.hardware	comp.sys.mac.hardware	comp.sys.mac.hardware	1.0000	0.0000	0.0000	0.6250	0.1250	0.2500	0.0000	0.5313	0.0000	0.3750	0.0000	0.3750	0.6658	0.6429	1.0000	1.0000	1.0000	1.0000	1.0000	0.7500	100.00%	41.67%	100.00%	17.37%	100.00%	41.67%	-55.53%	-55.53%	-55.53%	-55.53%	-55.53%	-16.65%
9632	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9633	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.2500	0.7500	0.0000	0.3750	0.0000	0.2500	0.0000	0.2500	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	100.00%	61.12%	100.00%	41.67%	100.00%	61.12%	100.00%	100.00%	100.00%	100.00%	100.00%	61.12%
9634	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9635	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9636	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9637	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9638	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9639	comp.os.ms-windows.misc	comp.graphics	comp.graphics	comp.graphics	comp.graphics	0.0000	1.0000	0.0000	0.0000	0.8750	0.1250	0.0000	0.2188	0.0000	0.1250	0.0000	0.1250	0.6658	0.6429	1.0000	1.0000	1.0000	1.0000	1.0000	0.8750	100.00%	80.56%	100.00%	65.98%	100.00%	80.56%	-55.53%	-55.53%	-55.53%	-55.53%	-55.53%	-36.09%
9640	comp.os.ms-windows.misc	comp.sys.mac.hardware	comp.sys.mac.hardware	comp.sys.mac.hardware	comp.sys.mac.hardware	1.0000	0.0000	0.0000	0.8750	0.0000	0.1250	0.0000	0.2188	0.0000	0.1250	0.0000	0.1250	0.6658	0.6429	1.0000	1.0000	1.0000	1.0000	1.0000	0.8750	100.00%	80.56%	100.00%	65.98%	100.00%	80.56%	-55.53%	-55.53%	-55.53%	-55.53%	-55.53%	-36.09%
9641	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9642	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
9643	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9644	null	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
9645	comp.os.ms-windows.misc	comp.graphics	comp.graphics	comp.graphics	comp.graphics	0.0000	1.0000	0.0000	0.0000	0.7500	0.2500	0.0000	0.3750	0.0000	0.2500	0.0000	0.2500	0.6658	0.6429	1.0000	1.0000	1.0000	1.0000	1.0000	0.7500	100.00%	61.12%	100.00%	41.67%	100.00%	61.12%	-55.53%	-55.53%	-55.53%	-55.53%	-55.53%	-16.65%
9646	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	comp.os.ms-windows.misc	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6658	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
