Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[GENV]	DS_Pr[GWEA]	DS_Pr[GDIS]	MV_Pr[GENV]	MV_Pr[GWEA]	MV_Pr[GDIS]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
361	GENV	GDIS	GDIS	GDIS	GDIS	0.0070	0.0003	0.9927	0.2000	0.0000	0.8000	0.0146	0.3200	0.0073	0.2000	0.0073	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9930	0.8000	98.55%	60.41%	97.11%	36.66%	98.55%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-96.54%	-58.34%
362	GENV	GDIS	GDIS	GDIS	GDIS	0.0225	0.0015	0.9760	0.2500	0.0000	0.7500	0.0469	0.3750	0.0240	0.2500	0.0240	0.2500	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9775	0.7500	95.25%	50.52%	90.72%	25.78%	95.25%	50.52%	-97.93%	-97.93%	-97.93%	-97.93%	-93.48%	-48.45%
363	GDIS	GDIS	GDIS	GDIS	GDIS	0.0167	0.1477	0.8355	0.0000	0.3333	0.6667	0.2798	0.4444	0.1645	0.3333	0.1645	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1645	0.3333	67.45%	34.02%	44.63%	12.03%	67.45%	34.02%	100.00%	100.00%	100.00%	100.00%	67.45%	34.02%
364	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
365	GDIS	GENV	GENV	GENV	GENV	0.9182	0.0051	0.0767	0.6667	0.0000	0.3333	0.1511	0.4444	0.0818	0.3333	0.0818	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9233	0.6667	83.80%	34.02%	70.10%	12.03%	83.80%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-82.75%	-31.95%
366	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
367	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
368	GWEA	GDIS	GDIS	GDIS	GDIS	0.0767	0.0078	0.9155	0.3333	0.0000	0.6667	0.1560	0.4444	0.0845	0.3333	0.0845	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9922	1.0000	83.27%	34.02%	69.13%	12.03%	83.27%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-96.38%	-97.93%
369	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
37	GDIS	GDIS	GENV	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	0.0000	0.0000	0.0000	1.0000	0.4429	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	100.00%	100.00%	100.00%	-97.93%	12.34%	1.04%
370	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
371	GDIS	GENV	GDIS	GENV	GENV	0.4978	0.0046	0.4976	0.5000	0.0000	0.5000	0.5046	0.5000	0.5022	0.5000	0.5022	0.5000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.5024	0.5000	0.59%	1.04%	0.12%	1.04%	0.59%	1.04%	-97.93%	-97.93%	-97.93%	-97.93%	0.56%	1.04%
372	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
373	GWEA	GWEA	GWEA	GWEA	GWEA	0.0056	0.6911	0.3033	0.0000	0.5000	0.5000	0.4304	0.5000	0.3089	0.5000	0.3089	0.5000	0.6240	0.5052	0.0000	1.0000	0.0000	0.0000	0.3089	0.5000	38.86%	1.04%	14.81%	1.04%	38.86%	1.04%	100.00%	100.00%	100.00%	100.00%	38.86%	1.04%
374	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
375	GENV	GENV	GENV	GENV	GENV	0.9994	0.0000	0.0006	0.8000	0.0000	0.2000	0.0013	0.3200	0.0006	0.2000	0.0006	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0006	0.2000	99.87%	60.41%	99.75%	36.66%	99.87%	60.41%	100.00%	100.00%	100.00%	100.00%	99.87%	60.41%
376	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
377	GDIS	GDIS	GDIS	GDIS	GDIS	0.0395	0.0020	0.9585	0.2500	0.0000	0.7500	0.0797	0.3750	0.0415	0.2500	0.0415	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0415	0.2500	91.79%	50.52%	84.23%	25.78%	91.79%	50.52%	100.00%	100.00%	100.00%	100.00%	91.79%	50.52%
378	GENV	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9956	1.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.07%	-97.93%
379	GDIS	GDIS	GDIS	GDIS	GDIS	0.0101	0.0002	0.9897	0.2000	0.0000	0.8000	0.0205	0.3200	0.0103	0.2000	0.0103	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0103	0.2000	97.96%	60.41%	95.95%	36.66%	97.96%	60.41%	100.00%	100.00%	100.00%	100.00%	97.96%	60.41%
38	GDIS	GDIS	GDIS	GDIS	GDIS	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
380	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
381	GDIS	GDIS	GDIS	GDIS	GDIS	0.0167	0.1477	0.8355	0.0000	0.3333	0.6667	0.2798	0.4444	0.1645	0.3333	0.1645	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1645	0.3333	67.45%	34.02%	44.63%	12.03%	67.45%	34.02%	100.00%	100.00%	100.00%	100.00%	67.45%	34.02%
382	GENV	GENV	GENV	GENV	GENV	0.9838	0.0005	0.0156	0.7500	0.0000	0.2500	0.0318	0.3750	0.0162	0.2500	0.0162	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0162	0.2500	96.80%	50.52%	93.70%	25.78%	96.80%	50.52%	100.00%	100.00%	100.00%	100.00%	96.80%	50.52%
383	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
384	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
385	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
386	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
387	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
388	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
389	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
39	GWEA	GDIS	GDIS	GDIS	GDIS	0.0000	0.0001	0.9999	0.0000	0.1667	0.8333	0.0001	0.2778	0.0001	0.1667	0.0001	0.1667	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9999	0.8333	99.99%	67.01%	99.97%	45.02%	99.99%	67.01%	-97.93%	-97.93%	-97.93%	-97.93%	-97.91%	-64.94%
390	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
391	GDIS	GDIS	GDIS	GDIS	GDIS	0.0964	0.0005	0.9031	0.4000	0.0000	0.6000	0.1751	0.4800	0.0969	0.4000	0.0969	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0969	0.4000	80.83%	20.83%	65.35%	4.99%	80.83%	20.83%	100.00%	100.00%	100.00%	100.00%	80.83%	20.83%
392	GDIS	GDIS	GDIS	GDIS	GDIS	0.1190	0.0008	0.8802	0.4000	0.0000	0.6000	0.2112	0.4800	0.1198	0.4000	0.1198	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1198	0.4000	76.28%	20.83%	58.21%	4.99%	76.28%	20.83%	100.00%	100.00%	100.00%	100.00%	76.28%	20.83%
393	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
394	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
395	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
396	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
397	GWEA	GWEA	GWEA	GWEA	GWEA	0.0001	0.9999	0.0001	0.2000	0.8000	0.0000	0.0002	0.3200	0.0001	0.2000	0.0001	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.2000	99.98%	60.41%	99.95%	36.66%	99.98%	60.41%	100.00%	100.00%	100.00%	100.00%	99.98%	60.41%
398	GENV	GENV	GENV	GENV	GENV	0.9838	0.0005	0.0156	0.7500	0.0000	0.2500	0.0318	0.3750	0.0162	0.2500	0.0162	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0162	0.2500	96.80%	50.52%	93.70%	25.78%	96.80%	50.52%	100.00%	100.00%	100.00%	100.00%	96.80%	50.52%
399	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
4	GWEA	GWEA	GWEA	GWEA	GWEA	0.0036	0.9210	0.0754	0.0000	0.6667	0.3333	0.1460	0.4444	0.0790	0.3333	0.0790	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0790	0.3333	84.37%	34.02%	71.10%	12.03%	84.37%	34.02%	100.00%	100.00%	100.00%	100.00%	84.37%	34.02%
40	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
400	GDIS	GDIS	GDIS	GDIS	GDIS	0.1575	0.0151	0.8275	0.3333	0.0000	0.6667	0.2903	0.4444	0.1725	0.3333	0.1725	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1725	0.3333	65.85%	34.02%	42.55%	12.03%	65.85%	34.02%	100.00%	100.00%	100.00%	100.00%	65.85%	34.02%
401	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
402	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
403	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
404	GENV	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	100.00%	100.00%	100.00%	100.00%	98.98%	100.00%
405	GDIS	GWEA	GWEA	GWEA	GWEA	0.0274	0.9595	0.0132	0.3333	0.6667	0.0000	0.0785	0.4444	0.0406	0.3333	0.0406	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9868	1.0000	91.97%	34.02%	84.46%	12.03%	91.97%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-95.32%	-97.93%
406	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
407	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
408	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
409	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
41	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
410	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
411	GDIS	GDIS	GDIS	GDIS	GDIS	0.0210	0.0182	0.9609	0.0000	0.0000	1.0000	0.0759	0.0000	0.0391	0.0000	0.0391	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0391	0.0000	92.26%	100.00%	84.97%	100.00%	92.26%	100.00%	100.00%	100.00%	100.00%	100.00%	92.26%	100.00%
412	GWEA	GWEA	GWEA	GWEA	GENV	0.3338	0.6388	0.0274	0.5000	0.5000	0.0000	0.4797	0.5000	0.3612	0.5000	0.3612	0.5000	0.6240	0.5052	0.0000	0.0000	0.0000	1.0000	0.3612	0.5000	28.51%	1.04%	5.05%	1.04%	28.51%	1.04%	100.00%	100.00%	100.00%	-97.93%	28.51%	1.04%
413	GDIS	GENV	GENV	GENV	GENV	0.8893	0.0877	0.0230	0.6667	0.3333	0.0000	0.2010	0.4444	0.1107	0.3333	0.1107	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9770	1.0000	78.08%	34.02%	60.22%	12.03%	78.08%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-93.37%	-97.93%
414	GDIS	GDIS	GDIS	GDIS	GDIS	0.1190	0.0008	0.8802	0.4000	0.0000	0.6000	0.2112	0.4800	0.1198	0.4000	0.1198	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1198	0.4000	76.28%	20.83%	58.21%	4.99%	76.28%	20.83%	100.00%	100.00%	100.00%	100.00%	76.28%	20.83%
415	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
416	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
417	GDIS	GWEA	GWEA	GWEA	GWEA	0.0027	0.7216	0.2758	0.0000	0.5000	0.5000	0.4033	0.5000	0.2785	0.5000	0.2785	0.5000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.7243	0.5000	44.89%	1.04%	20.17%	1.04%	44.89%	1.04%	-97.93%	100.00%	-97.93%	-97.93%	-43.35%	1.04%
418	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
419	GDIS	GWEA	GWEA	GWEA	GWEA	0.0062	0.6446	0.3492	0.0000	0.5000	0.5000	0.4625	0.5000	0.3554	0.5000	0.3554	0.5000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.6508	0.5000	29.65%	1.04%	8.45%	1.04%	29.65%	1.04%	-97.93%	-97.93%	-97.93%	-97.93%	-28.80%	1.04%
42	GENV	GENV	GDIS	GENV	GENV	0.4978	0.0046	0.4976	0.5000	0.0000	0.5000	0.5046	0.5000	0.5022	0.5000	0.5022	0.5000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.5022	0.5000	0.59%	1.04%	0.12%	1.04%	0.59%	1.04%	100.00%	-97.93%	100.00%	100.00%	0.59%	1.04%
420	GWEA	GWEA	GWEA	GWEA	GWEA	0.0050	0.9209	0.0741	0.0000	0.6667	0.3333	0.1465	0.4444	0.0791	0.3333	0.0791	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0791	0.3333	84.34%	34.02%	71.01%	12.03%	84.34%	34.02%	100.00%	100.00%	100.00%	100.00%	84.34%	34.02%
421	GENV	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9956	1.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.07%	-97.93%
422	GDIS	GDIS	GDIS	GDIS	GDIS	0.0767	0.0078	0.9155	0.3333	0.0000	0.6667	0.1560	0.4444	0.0845	0.3333	0.0845	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0845	0.3333	83.27%	34.02%	69.13%	12.03%	83.27%	34.02%	100.00%	100.00%	100.00%	100.00%	83.27%	34.02%
423	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
424	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
